GAPA_NAPA,GN_TYPE,DISTRICT,PROVINCE,Com_nofaci,Com_1least,Com_Radio,Com_Televi,Com_Cablet,Com_comput,Com_intern,Com_Teleph,Com_Mobile,Cook_wood,Cook_Keros,Cook_LPgas,Cooking_Sa,Cook_Bioga,Cook_Elec,Cook_Other,Cook_Nosta,Light_Elec,Light_Kero,Light_Biog,Light_Sola,Light_Othe,Light_Nons,Water_Tap,Water_Tube,Water_Co_k,Water_Unco,Water_spou,Water_rive,Water_othe,Water_Nots,Toilet_Wit,Toilet_Flu,Toilet_Ord,Toilet_not
Palhi Nandan,Gaunpalika,NAWALPARASI_W,5,312,5458,564,2421,315,39,16,19,3966, , , , , , , , , , , , , , , , , , , , , , , , , , 
Pratappur,Gaunpalika,NAWALPARASI_W,5,439,6842,1335,2795,428,123,47,107,3469,3514,4,113,2,140,1,1,5,2872,475,3,416,9,5,2660,2,234,172,660,28,20,4,40,3618,117,5
Ramgram,Nagarpalika,NAWALPARASI_W,5,424,9698,2402,5227,1552,389,148,480,7856,274,0,5,0,0,0,0,0,271,6,0,1,1,0,277,0,0,0,1,1,0,0,57,172,50,0
Sarawal,Gaunpalika,NAWALPARASI_W,5,366,6149,1636,2902,621,127,34,117,4423,122,0,0,0,0,0,0,0,1,2,0,119,0,0,120,0,0,0,1,1,0,0,108,11,3,0
Sunwal,Nagarpalika,NAWALPARASI_W,5,392,11416,5781,7493,3487,803,350,620,10382,432,1,17,0,0,0,0,4,436,4,0,4,6,4,448,0,0,0,2,0,0,4,89,267,94,4
Susta,Gaunpalika,NAWALPARASI_W,5,464,5707,1667,2349,572,85,27,93,3800,590,1,1,0,0,0,0,1,579,12,0,0,1,1,568,0,0,0,22,2,0,1,247,240,105,1
Butwal,Upamahanagarpalika,RUPANDEHI,5,1068,32664,17160,16637,22141,6363,2284,6703,29518,2153,0,1,0,0,0,8,10,712,54,0,788,607,11,1712,0,11,81,175,179,3,11,1863,177,121,11
Devdaha,Nagarpalika,RUPANDEHI,5,407,10851,5578,6412,3585,781,311,881,9346,4482,2,15,10,6,2,5,18,272,129,2,3001,1117,19,3569,4,18,318,437,149,27,18,3819,608,94,19
Gaidahawa,Gaunpalika,RUPANDEHI,5,395,6776,1479,1867,50,70,5,45,4113,3806,4,0,7,1,1,1,15,694,234,23,1492,1379,13,2860,4,4,101,732,119,0,15,3319,135,366,15
Kanchan,Gaunpalika,RUPANDEHI,5,349,6674,3471,3583,1001,252,61,245,5543,3832,3,2,13,3,0,0,8,439,119,40,2054,1201,8,2809,5,12,79,732,216,0,8,3465,85,303,8
Kotahimai,Gaunpalika,RUPANDEHI,5,394,5065,553,1292,17,22,3,7,3237,3490,3,3,4,2,0,0,4,878,399,4,1515,707,3,3189,1,1,14,209,87,1,4,1767,684,1051,4
Lumbini Sanskritik,Nagarpalika,RUPANDEHI,5,559,9141,1383,2479,270,76,14,99,6004,5843,31,26,7,12,1,0,25,1640,1843,14,1404,1019,25,4354,33,206,179,654,493,1,25,2817,1601,1502,25
Marchawari,Gaunpalika,RUPANDEHI,5,401,4752,491,730,29,19,3,13,3653,4656,15,28,7,3,0,0,21,844,835,14,769,2247,21,2902,2,85,1096,419,183,22,21,2962,1044,703,21
Mayadevi,Gaunpalika,RUPANDEHI,5,330,6385,964,2147,408,112,22,161,4580,4189,21,48,128,52,1,0,16,2422,1679,2,125,211,16,395,283,440,2595,436,190,101,15,2148,1759,534,14
Omsatiya,Gaunpalika,RUPANDEHI,5,271,5466,1642,2725,1303,304,88,447,4461, , , , , , , , , , , , , , , , , , , , , , , , , , 
Rohini,Gaunpalika,RUPANDEHI,5,292,5277,1109,2178,79,53,17,53,3979,6631,19,125,65,383,1,4,39,5516,910,10,62,730,39,1871,3446,184,1477,53,169,28,39,4628,1438,1162,39
Sainamaina,Nagarpalika,RUPANDEHI,5,571,11717,6921,6076,4205,902,190,812,10183,21552,221,8906,2976,1475,17,141,131,24672,8466,86,602,1457,136,16014,814,6231,8190,1332,1750,958,130,8272,22253,4758,136
Sammarimai,Gaunpalika,RUPANDEHI,5,282,4653,326,938,63,29,3,21,3299,7101,14,1190,28,1046,5,5,43,7337,1272,18,253,503,49,1419,4072,1335,2122,217,36,182,49,4764,3566,1052,50
Siddharthanagar,Nagarpalika,RUPANDEHI,5,363,11980,4333,6280,7768,2158,997,3352,10356,4391,5,13,5,40,0,0,19,1847,628,4,530,1445,19,158,1891,45,1112,127,1038,83,19,3805,439,210,19
Siyari,Gaunpalika,RUPANDEHI,5,304,6402,2281,3338,1115,212,38,293,5221,5710,32,765,10,1450,5,7,76,6220,689,73,266,726,81,2277,4097,448,932,121,62,41,77,3224,3286,1464,81
Sudhdhodhan,Gaunpalika,RUPANDEHI,5,208,5860,2449,2778,1023,266,104,267,4595,5230,16,23,8,36,1,1,13,2722,1994,8,288,303,13,3290,118,274,978,355,148,153,12,2334,1955,1026,13
Tillotama,Nagarpalika,RUPANDEHI,5,510,21232,11527,10927,7911,2659,810,2993,18626,23524,172,5232,1239,791,12,102,171,21961,7707,84,568,753,170,14890,1985,5572,5734,1622,799,473,168,10580,15559,4931,173
Lumbini Sanskritik Development Area,Development Area,RUPANDEHI,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Banganga,Nagarpalika,KAPILBASTU,5,704,15080,7710,6495,3087,641,123,672,12510,2254,10,0,2,98,0,0,8,1810,512,5,36,1,8,2194,1,7,88,10,57,7,8,1275,1053,36,8
Bijayanagar,Gaunpalika,KAPILBASTU,5,890,4672,1737,659,15,24,4,27,1925,2866,7,3,1,10,0,2,21,1887,587,1,176,238,21,2459,3,28,156,152,92,1,19,972,1746,171,21
Buddhabhumi,Nagarpalika,KAPILBASTU,5,1021,10287,5214,3010,1341,191,44,314,7059,5911,9,334,10,1028,1,6,29,6950,309,16,9,15,29,5211,4,309,720,1023,9,24,28,2448,3708,1143,29
Kapilbastu,Nagarpalika,KAPILBASTU,5,850,10928,4102,3970,1475,392,135,658,7086,5811,18,324,2,385,3,4,37,6139,354,5,45,4,37,3940,13,812,1332,414,23,13,37,2431,2638,1478,37
Krishnanagar,Nagarpalika,KAPILBASTU,5,2056,6085,868,2007,589,147,55,207,2251,7335,80,2569,5,126,4,5,72,9874,220,13,10,7,72,8925,13,719,261,175,26,7,70,1186,7268,1673,69
Maharajgunj,Nagarpalika,KAPILBASTU,5,1044,6841,1758,1087,84,40,4,38,1981,6799,38,749,26,872,16,3,41,8036,359,23,41,44,41,5559,19,1490,924,392,30,90,40,2308,5154,1041,41
Mayadevi,Gaunpalika,KAPILBASTU,5,330,6385,964,2147,408,112,22,161,4580,4189,21,48,128,52,1,0,16,2422,1679,2,125,211,16,395,283,440,2595,436,190,101,15,2148,1759,534,14
Shivaraj,Nagarpalika,KAPILBASTU,5,1537,9540,3895,2800,1058,194,54,213,5218,4705,15,43,1,87,0,2,23,3551,744,4,241,315,21,3564,11,438,331,464,45,1,22,648,3943,263,22
Suddhodhan,Gaunpalika,KAPILBASTU,5,459,5678,1088,982,17,31,3,34,3371,2436,11,33,2,120,0,0,12,1896,572,4,114,16,12,2504,5,1,55,6,7,24,12,1244,715,644,11
Yashodhara,Gaunpalika,KAPILBASTU,5,484,4676,881,992,62,28,12,12,1883,8051,468,8864,88,35,13,58,185,17116,363,56,16,24,187,16065,11,445,204,741,50,65,181,1560,12016,4002,184
Bhumekasthan,Nagarpalika,ARGHAKHANCHI,5,863,6763,5693,1493,1158,33,12,28,5563, , , , , , , , , , , , , , , , , , , , , , , , , , 
Chhatradev,Gaunpalika,ARGHAKHANCHI,5,504,5708,4824,2396,934,56,31,56,4961,4631,32,74,20,12,0,2,21,183,2055,37,2319,177,21,3649,5,36,238,797,27,19,21,718,1270,2783,21
Malarani,Gaunpalika,ARGHAKHANCHI,5,735,5957,5334,1242,439,26,22,41,4579,3393,31,25,24,7,1,1,18,1059,1367,43,664,349,18,1174,9,131,1611,544,13,2,16,728,409,2345,18
Panini,Gaunpalika,ARGHAKHANCHI,5,591,5461,4899,1328,224,36,12,62,4428,5379,33,88,19,16,1,4,10,607,2303,37,2256,337,10,3019,15,35,651,1357,455,9,9,573,1089,3877,11
Sandhikharka,Nagarpalika,ARGHAKHANCHI,5,670,9633,7820,4571,3236,428,127,548,8141,8624,120,2003,25,115,9,64,34,4991,3851,58,1863,200,31,9026,8,333,494,969,58,73,33,810,3229,6924,31
Sitganga,Nagarpalika,ARGHAKHANCHI,5,1218,7727,6662,737,439,35,10,81,5562,2752,17,8,25,7,1,1,4,28,931,39,1395,419,3,961,3,20,456,1114,256,1,4,927,215,1669,4
Ayirabati,Gaunpalika,PYUTHAN,5,950,3583,2959,490,510,19,7,26,2830,3728,13,106,2,22,1,1,15,2606,884,9,352,22,15,2548,3,31,738,346,201,6,15,1686,1590,597,15
Gaumukhi,Gaunpalika,PYUTHAN,5,1413,3225,2940,88,34,8,1,4,1611,9513,56,2865,124,668,8,119,62,11938,1268,39,53,54,63,4367,8454,115,131,160,14,112,62,3782,5812,3758,63
Jhimruk,Gaunpalika,PYUTHAN,5,1098,4532,3858,346,509,31,14,30,3027,4552,31,166,1045,46,0,15,26,4819,1003,7,25,1,26,506,5339,6,2,2,1,1,24,4930,670,255,26
Mallarani,Gaunpalika,PYUTHAN,5,581,3478,2815,361,894,123,47,155,2858,5203,59,327,1584,56,1,91,65,5621,1659,2,26,14,64,844,6300,36,9,6,0,127,64,5697,1270,355,64
Mandavi,Gaunpalika,PYUTHAN,5,471,2512,1962,292,261,14,8,17,2030,6445,69,1450,1958,209,3,79,69,8563,1593,13,27,17,69,1772,8299,55,44,5,4,36,67,7585,2284,345,68
Naubahini,Gaunpalika,PYUTHAN,5,1758,3780,3509,124,83,8,1,51,1648,4013,45,320,1912,202,4,75,62,5188,1322,22,23,16,62,566,5886,13,12,3,0,93,60,4567,1452,552,62
Pyuthan,Nagarpalika,PYUTHAN,5,1533,7110,5912,642,1838,251,82,288,5679,8601,42,2637,59,577,5,6,91,10976,853,11,44,43,91,3720,7898,21,17,164,4,110,84,3374,6934,1619,91
Sarumarani,Gaunpalika,PYUTHAN,5,555,2820,2467,254,180,27,19,43,2110,5733,37,168,131,61,2,59,39,4553,1516,10,111,1,39,719,5422,5,6,0,0,39,39,4422,873,896,39
Sworgadwary,Nagarpalika,PYUTHAN,5,1250,5558,4588,926,726,66,66,31,4384,7357,469,25107,69,635,5,65,390,32321,1194,95,23,79,385,29698,3234,54,14,349,15,344,389,2665,25370,5666,396
Pariwartan,Gaunpalika,ROLPA,5,792,3158,2615,222,41,17,2,40,2104,8126,49,2278,9,43,2,16,58,9659,782,35,27,21,57,8646,398,303,601,498,68,12,55,2001,5098,3424,58
Lungri,Gaunpalika,ROLPA,5,1668,2661,2120,306,25,9,2,30,1407,9004,30,105,13,5,1,3,40,2580,2656,10,2516,1399,40,5671,72,125,1799,925,560,10,39,4519,2028,2615,39
Madi,Gaunpalika,ROLPA,5,667,2946,2715,84,4,5,2,21,1687,4587,1,14,0,43,0,0,5,3284,727,5,30,599,5,3075,7,61,571,754,167,10,5,995,1973,1678,4
Runtigadi,Gaunpalika,ROLPA,5,854,4749,4303,224,5,12,1,30,3002,5768,17,68,5,3,0,0,7,3444,1781,11,431,194,7,5106,0,10,107,606,31,1,7,1783,2437,1641,7
Sukidaha,Gaunpalika,ROLPA,5,1539,4062,3001,807,375,72,27,101,2807,3622,16,450,2,10,1,10,9,2882,865,7,121,236,9,3248,4,103,299,250,141,66,9,554,2568,989,9
Sunchhahari,Gaunpalika,ROLPA,5,712,2701,2316,66,11,7,2,24,1592,2967,2,45,2,8,26,0,18,2200,291,4,40,514,19,2507,35,31,290,126,59,2,18,1677,898,474,19
Suwarnabati,Gaunpalika,ROLPA,5,975,1956,1845,18,1,3,0,11,686,5734,13,37,4,7,0,1,13,1617,1666,15,496,2002,13,4614,3,9,693,239,226,12,13,1629,2006,2161,13
Thawang,Gaunpalika,ROLPA,5,448,1642,1443,81,22,9,2,27,990,7858,41,758,7,244,7,8,41,6159,2480,11,36,238,40,7292,143,43,300,926,165,55,40,2334,4840,1749,41
Tribeni,Gaunpalika,ROLPA,5,387,2931,2585,162,173,19,2,25,1601,10034,32,424,18,656,0,11,35,7720,2269,24,267,895,35,931,9609,78,27,249,61,220,35,6762,1686,2727,35
Aathbiskot,Nagarpalika,RUKUM_W,6,2852,3498,3139,38,5,9,0,19,1138,3630,0,6,5,0,0,0,17,233,100,3,2800,505,17,2882,0,1,560,73,121,4,17,3117,331,193,17
Banfikot,Gaunpalika,RUKUM_W,6,873,2760,2482,125,7,5,0,43,1233,6448,4,612,5,0,3,12,49,2857,248,9,2651,1319,49,6067,6,58,500,204,247,2,49,3892,2394,796,51
Chaurjahari,Nagarpalika,RUKUM_W,6,1160,4138,3530,139,31,20,2,32,2552,5618,11,31,6,4,0,0,14,419,384,8,3454,1405,14,3658,2,10,787,929,227,58,13,5221,274,175,14
Sani Bheri,Gaunpalika,RUKUM_W,6,1222,2835,2456,14,3,5,0,3,1518,3420,1,1,16,5,0,0,12,14,47,9,2563,810,12,2304,0,29,640,182,284,3,13,2811,504,127,13
Tribeni,Gaunpalika,RUKUM_W,6,387,2931,2585,162,173,19,2,25,1601,10034,32,424,18,656,0,11,35,7720,2269,24,267,895,35,931,9609,78,27,249,61,220,35,6762,1686,2727,35
Bagchaur,Nagarpalika,SALYAN,6,1026,4813,4302,238,104,33,13,83,2784,9330,21,513,398,759,6,15,24,8722,1167,19,40,1093,25,715,9858,42,9,23,4,391,24,5468,2869,2704,25
Bangad Kupinde,Nagarpalika,SALYAN,6,1934,4644,4109,116,5,14,1,82,2493,6400,83,17,63,5,1,0,21,2914,3508,23,23,101,21,1109,5309,47,52,3,2,49,19,5464,422,684,20
Chhatreshwori,Gaunpalika,SALYAN,6,616,3687,3202,230,178,13,6,55,2288,5099,71,421,988,70,3,8,64,4121,2453,14,49,21,66,838,5421,64,268,7,1,64,61,5386,724,550,64
Darma,Gaunpalika,SALYAN,6,1302,2088,1872,86,0,2,0,8,873,6962,86,920,1786,471,5,5,53,7926,1951,44,34,281,52,923,8966,79,31,130,4,105,50,4950,2885,2401,52
Siddha Kumakha,Gaunpalika,SALYAN,6,407,1912,1767,115,15,14,4,22,1132,10262,106,4387,108,517,13,35,55,13617,1502,42,45,221,56,2171,12676,56,78,138,5,306,53,4822,6616,3989,56
Kalimati,Gaunpalika,SALYAN,6,810,3339,3075,54,3,9,1,62,1501,5751,85,5,21,4,0,3,39,35,4263,15,632,923,40,414,5064,38,166,4,2,182,38,5594,145,130,39
Kapurkot,Gaunpalika,SALYAN,6,372,3150,2745,206,95,33,10,9,2089,13437,351,13153,581,42,13,62,253,23522,3787,88,46,198,251,6611,20203,237,168,12,3,431,227,8761,15551,3329,251
Kumakha,Gaunpalika,SALYAN,6,1374,3244,2644,139,17,4,0,77,1858,10410,41,57,18,176,0,5,35,4242,2399,12,2298,1756,35,1056,8750,295,498,10,65,35,33,8551,1128,1028,35
Sharada,Nagarpalika,SALYAN,6,917,6298,5184,870,842,224,105,283,4315,8630,53,547,196,874,1,15,17,7449,2700,31,32,104,17,582,9685,15,7,6,1,21,16,5347,2027,2943,16
Tribeni,Gaunpalika,SALYAN,6,387,2931,2585,162,173,19,2,25,1601,10034,32,424,18,656,0,11,35,7720,2269,24,267,895,35,931,9609,78,27,249,61,220,35,6762,1686,2727,35
Babai,Gaunpalika,DANG,5,1010,4685,3673,819,145,48,140,41,3198,4095,13,1,6,4,0,1,20,370,1140,16,1514,1079,21,3119,3,23,369,562,32,11,21,1373,381,2365,21
Banglachuli,Gaunpalika,DANG,5,966,3665,3017,119,14,12,4,6,2487,5753,21,10,14,13,0,1,26,1683,1057,18,1765,1290,25,3971,10,339,1039,233,222,1,23,3258,437,2117,26
Dangisharan,Gaunpalika,DANG,5,526,3813,2705,724,122,27,4,19,2888,3114,27,6,4,0,0,3,21,236,1210,3,1366,339,21,2413,2,27,327,311,74,4,17,1998,141,1015,21
Gadhawa,Gaunpalika,DANG,5,961,6187,3893,1807,273,81,17,43,4547,3313,14,1,4,0,0,0,15,259,1698,10,891,474,15,2667,1,34,254,289,87,0,15,986,140,2206,15
Ghorahi,Upamahanagarpalika,DANG,5,3147,31670,19055,12023,7374,2181,491,2060,27069,4653,21,4,8,2,0,1,14,1809,1271,12,1062,535,14,3237,4,38,569,815,25,3,12,2227,429,2033,14
Lamahi,Nagarpalika,DANG,5,628,8687,5284,2233,1772,445,94,386,6753,2772,6,4,2,1,0,0,8,703,619,6,841,616,8,2352,0,9,139,238,44,3,8,904,451,1430,8
Rajpur,Gaunpalika,DANG,5,917,3501,2248,491,3,24,2,12,2630,9662,32,275,10,6,0,4,61,7263,1770,39,615,301,62,8154,5,254,433,1031,80,32,61,1927,2730,5333,60
Rapti,Gaunpalika,DANG,5,611,7216,4623,1693,1471,273,39,300,5758,2382,8,0,2,0,1,2,13,470,825,7,735,358,13,1919,0,31,77,365,4,0,12,250,880,1265,13
Shantinagar,Gaunpalika,DANG,5,1006,4212,2784,1133,207,39,4,33,3211,8634,72,85,35,83,1,0,20,1663,3317,33,3297,601,19,3071,3764,25,1663,133,199,56,19,5422,1624,1864,20
Tulsipur,Upamahanagarpalika,DANG,5,2914,27765,17592,10245,5035,1269,347,1751,23781,9965,48,236,22,235,1,2,10,7632,2410,30,362,75,10,3157,4312,363,2390,39,66,183,9,4263,3843,2403,10
Baijanath,Gaunpalika,BANKE,5,866,10024,4450,4216,395,144,21,177,6886,5059,109,638,5767,820,1,68,20,8485,3876,29,68,4,20,61,12188,11,33,10,4,156,19,6656,2871,2936,19
Duduwa,Gaunpalika,BANKE,5,779,5747,2228,1063,28,20,1,24,2469,11225,230,5057,371,1568,10,51,98,15916,2377,101,69,41,106,1786,16334,59,38,33,10,245,105,4545,6327,7632,106
Janki,Gaunpalika,BANKE,5,797,5682,1893,1781,328,103,29,105,3014,2151,114,239,7634,373,1,248,35,6239,4406,20,87,7,36,36,10508,14,40,7,0,157,33,7819,2003,937,36
Khajura,Gaunpalika,BANKE,5,1112,9031,4415,4960,916,227,80,375,6879, , , , , , , , , , , , , , , , , , , , , , , , , , 
Kohalpur,Nagarpalika,BANKE,5,1140,14244,7014,8406,3809,1142,358,1185,12089,7548,117,4091,52,688,6,19,9,11152,1273,58,20,18,9,2037,10272,50,39,11,16,97,8,1409,7561,3551,9
Narainapur,Gaunpalika,BANKE,5,1702,4016,1377,164,17,16,0,13,1695,14049,126,1366,1139,763,31,11,67,14022,3054,52,228,116,80,2756,13367,303,535,91,152,271,77,5745,7746,3982,79
Nepalgunj,Upamahanagarpalika,BANKE,5,2310,25119,8932,12741,11796,2900,1046,3715,18188,477,48,78,5394,29,34,173,20,4680,1487,5,58,3,20,65,6131,3,25,4,0,6,19,5231,760,242,20
Rapti Sonari,Gaunpalika,BANKE,5,1321,9247,5342,1748,142,52,8,70,5844,1436,80,55,5070,28,3,107,19,4148,2547,19,64,1,19,62,6588,5,37,6,1,81,18,5702,770,307,19
Badhaiyatal,Gaunpalika,BARDIYA,5,970,9252,4849,3948,457,146,39,106,6327,4523,15,4,8,8,0,0,20,1692,1405,14,1008,438,21,3223,2,56,382,785,38,73,19,2021,635,1901,21
Bansagadhi,Nagarpalika,BARDIYA,5,947,10127,5589,3286,487,204,56,329,7076,3571,10,35,3,3,0,0,14,2670,769,14,162,7,14,2592,2,34,353,628,10,4,13,830,687,2105,14
Barbardiya,Nagarpalika,BARDIYA,5,951,12182,6378,2741,375,147,25,171,8474,3485,9,166,0,0,6,1,10,3324,323,9,4,7,10,2997,2,32,90,533,3,10,10,619,1360,1688,10
Geruwa,Gaunpalika,BARDIYA,5,736,5370,3476,1551,125,54,3,136,3671,1778,3,3,0,1,2,1,6,1092,569,4,71,52,6,1429,2,4,70,252,6,26,5,326,361,1101,6
Gulariya,Nagarpalika,BARDIYA,5,1440,11487,4852,3433,1556,417,157,715,7258, , , , , , , , , , , , , , , , , , , , , , , , , , 
Madhuwan,Nagarpalika,BARDIYA,5,556,8907,4928,3122,369,127,33,297,6230,3676,9,870,3,14,6,9,8,4343,221,9,9,5,8,3862,7,11,90,604,12,2,7,553,1990,2044,8
Rajapur,Nagarpalika,BARDIYA,5,1324,9450,4806,3011,502,151,34,159,6794,3760,17,4,5,6,0,0,12,1712,1103,14,791,171,13,3037,6,63,158,485,13,30,12,1135,579,2076,14
Thakurbaba,Nagarpalika,BARDIYA,5,643,7861,4571,2119,329,171,59,130,5571,1370,1,3,0,1,0,0,4,13,128,40,1057,139,2,835,0,0,73,415,50,2,4,961,24,391,3
Bardiya National Park,National Park,BARDIYA,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Barahtal,Gaunpalika,SURKHET,6,1359,3996,3305,89,7,4,1,41,2566,3126,9,0,1,13,0,0,62,545,265,0,1049,1292,60,2639,0,14,120,314,63,1,60,2244,565,340,62
Bheriganga,Nagarpalika,SURKHET,6,1720,6900,4329,1640,309,97,16,253,5418,3343,1,4,6,10,0,3,6,948,241,117,245,1817,5,1329,3,376,174,1481,4,0,6,2230,1007,130,6
Birendranagar,Nagarpalika,SURKHET,6,1757,21576,11704,10815,8250,1862,620,3126,18943,5055,2,8,8,13,0,7,20,14,20,187,1917,2956,19,3114,4,862,136,910,63,4,20,2688,1593,812,20
Chaukune,Gaunpalika,SURKHET,6,1697,2864,2476,72,12,4,0,34,1526,3746,1,1,8,8,0,0,31,58,36,5,1034,2630,32,2186,3,28,163,1311,69,3,32,1076,1387,1300,32
Chingad,Gaunpalika,SURKHET,6,809,2085,1834,20,2,1,73,42,1056,4406,4,2,12,16,0,0,42,37,58,7,1536,2806,38,1734,2,67,362,2239,32,4,42,2825,879,736,42
Gurbhakot,Nagarpalika,SURKHET,6,1936,7372,5092,1432,157,70,21,159,5391,6347,31,91,18,8,1,88,20,1929,498,55,773,3331,18,2844,7,100,373,3198,41,22,19,4234,1913,436,21
Lekbeshi,Nagarpalika,SURKHET,6,1188,4955,3222,1575,55,46,18,120,4029,4302,6,0,5,5,0,0,42,1712,406,37,655,1510,40,3537,3,69,177,522,10,0,42,624,2542,1157,37
Panchpuri,Nagarpalika,SURKHET,6,1588,4414,3712,91,11,9,4,33,2465,4911,3,3,9,7,0,1,32,798,144,4,1770,2221,29,2862,0,133,293,1426,217,3,32,3907,557,471,31
Simta,Gaunpalika,SURKHET,6,1478,3374,2775,58,6,8,0,24,1943,4329,0,0,2,6,0,0,20,1496,23,1,838,1980,19,2672,1,89,181,1312,64,18,20,2413,1606,318,20
Aathabis,Nagarpalika,DAILEKH,6,2242,2841,2151,35,4,3,6,33,1762,2035,7,0,0,0,0,0,6,872,393,36,386,355,6,1840,0,18,102,71,10,1,6,572,435,1035,6
Bhagawatimai,Gaunpalika,DAILEKH,6,1115,2165,1751,34,0,1,0,37,1177,3737,15,4,11,3,0,1,25,768,1330,10,1211,452,25,2674,2,135,724,137,99,0,25,1662,454,1655,25
Bhairabi,Gaunpalika,DAILEKH,6,1794,2157,1571,8,6,7,2,11,1603,3291,7,0,3,2,0,2,29,580,648,10,1478,589,29,2709,2,48,198,340,8,0,29,732,136,2437,29
Chamunda Bindrasaini,Nagarpalika,DAILEKH,6,2088,2475,2123,13,0,5,0,13,1188,3091,3,0,4,0,0,3,10,1914,144,27,696,320,10,2740,3,52,114,109,81,2,10,866,727,1508,10
Dullu,Nagarpalika,DAILEKH,6,3303,4570,3505,118,67,35,9,26,3018,2929,6,6,3,3,0,0,10,1283,812,11,743,98,10,2269,7,168,314,90,100,0,9,784,794,1369,10
Dungeshwor,Gaunpalika,DAILEKH,6,479,2414,2041,262,86,20,4,109,1729,4468,34,71,16,6,0,1,22,1044,2066,14,1337,135,22,4267,2,39,74,128,78,11,19,1589,1279,1728,22
Gurans,Gaunpalika,DAILEKH,6,1175,2869,2431,60,8,7,0,37,1764,3608,22,6,11,9,1,0,12,2189,994,19,242,213,12,2980,8,13,372,228,49,8,11,897,415,2345,12
Mahabu,Gaunpalika,DAILEKH,6,1478,1917,1379,14,8,5,0,8,1196,6420,44,409,7,6,0,13,95,3714,2082,31,755,319,93,5850,5,62,423,397,142,20,95,1221,1687,3991,95
Narayan,Nagarpalika,DAILEKH,6,1366,4281,3209,824,639,173,86,277,3201,3948,6,5,5,0,0,0,23,2050,1006,6,600,301,24,3329,5,87,336,114,84,8,24,1744,437,1782,24
Naumule,Gaunpalika,DAILEKH,6,1210,2357,1991,18,24,11,1,24,1112,3439,30,2,7,4,0,1,8,343,1760,24,849,507,8,3168,2,8,124,130,43,8,8,893,571,2019,8
Thantikandh,Gaunpalika,DAILEKH,6,1792,1459,1189,2,0,3,3,10,728,2670,3,1,3,3,0,0,22,124,594,9,1090,859,26,2310,1,28,236,46,55,0,26,1814,223,639,26
Barekot,Gaunpalika,JAJARKOT,6,1618,1349,1238,80,1,2,0,9,300,1631,35,8,2008,2,0,255,21,2772,1149,6,12,0,21,19,3704,2,31,2,0,181,21,3571,123,245,21
Bheri,Nagarpalika,JAJARKOT,6,2383,4076,3467,173,224,37,18,237,2026,2300,60,11,1567,7,1,303,21,1885,2335,2,18,9,21,405,3716,43,76,3,6,0,21,3972,176,101,21
Chhedagad,Nagarpalika,JAJARKOT,6,2947,3105,2570,53,2,5,0,52,1484,1335,33,55,1921,13,0,2,36,2262,1072,4,19,2,36,26,3282,2,53,1,1,0,30,2950,299,110,36
Junichande,Gaunpalika,JAJARKOT,6,1899,1781,1557,20,3,2,1,13,690,507,43,15,2373,14,0,120,113,1463,1581,6,19,3,113,22,2995,5,17,3,1,28,114,2791,191,89,114
Kuse,Gaunpalika,JAJARKOT,6,1434,1981,1813,27,6,4,0,43,695,17647,135,2608,141,922,19,26,172,17974,3292,41,173,12,178,6243,14782,19,141,68,91,150,176,11140,6361,3991,178
Shiwalaya,Gaunpalika,JAJARKOT,6,1209,1302,1104,31,2,4,0,13,547,13127,227,1693,3223,92,8,40,279,13481,4786,37,87,19,279,1987,16047,54,81,36,0,209,275,12669,4163,1578,279
Nalagad,Nagarpalika,JAJARKOT,6,2116,2540,2222,103,37,6,0,19,991,3641,29,5,458,1,0,3,36,2455,1643,7,26,6,36,334,3740,5,14,2,1,41,36,3672,195,270,36
Chharka Tangsong,Gaunpalika,DOLPA,6,207,72,68,1,0,0,0,1,3,1927,62,123,4036,7,0,155,55,4573,1698,13,25,3,53,755,5368,7,27,3,0,152,53,4661,676,973,55
Dolpo Buddha,Gaunpalika,DOLPA,6,179,271,249,56,0,0,0,0,39,3855,98,198,5568,13,0,84,257,5779,3949,26,61,1,257,571,9201,9,15,0,2,23,252,6767,1222,1829,255
Jagadulla,Gaunpalika,DOLPA,6,112,313,205,46,4,4,1,1,259,1603,48,92,6667,8,2,65,186,6344,2108,12,21,3,183,173,8088,8,132,2,1,81,186,7004,812,669,186
Kaike,Gaunpalika,DOLPA,6,247,531,94,24,0,0,0,0,518,3360,93,34,2255,7,0,48,25,3111,2596,9,78,3,25,625,5141,8,20,4,0,1,23,4869,635,293,25
Mudkechula,Gaunpalika,DOLPA,6,322,594,409,19,2,2,0,1,402,4360,58,41,2908,31,0,237,26,4746,2812,8,68,1,26,368,6962,8,16,195,18,71,23,6137,737,761,26
Shey Phoksundo,Gaunpalika,DOLPA,6,149,570,522,47,1,1,0,2,169,11011,236,911,547,351,2,8,47,9502,2932,63,555,14,47,7739,896,61,3626,346,318,81,46,7327,2877,2862,47
Thuli Bheri,Nagarpalika,DOLPA,6,504,1341,519,184,435,64,37,115,1048,3464,98,31,3912,38,4,967,46,5064,3349,18,70,13,46,536,7592,4,219,155,1,8,45,7136,640,739,45
